Sentiment,Student Reviews & Comments,Challenges & Issues,Source,Language,Sentiment Target Class,
Neutral,"(1/3)Since the university is not giving response in favor of students and still continuing the online classes, it is time that we need help of HEC and higher authorities.

Some of the issues faced by students are as following,",,Twitter,English,2,
Negative,"Online classes are just a source to give students a lollypop about classes being held.If we are going to study from youtube then
 why the attendance issues ..just take mids ",,Twitter,English,1,
Negative,"edutv_hec
 Abasyn University Peshawar is note considering these days as summer vacation although govt has officially announced... Abasyn uni  is still taking online classes.. we are facing a hell of issues. please take strict actions.",,Twitter,English,1,
Negative,"HEC_Official
 Please close online classes in all universities including UCP . As, there is al lot of problems for student regarding there studies and lots of issues regarding online classes. So, please stop online classes in this crucial time span.C1886",,Twitter,English,1,
Negative,"Replying to 
@stfulavie
 and 
@edutv_hec
Sir online classes ma issues ha bohat zayada gis ki wagha sa poray Pakistan ki online band honi chahiya",,Twitter,Mix(English+Roman Urdu),1,
Negative,"#Universities in #Pakistan destroying future of #students by forcefully taking #online classes. In which #students faces many issues electricity, #Internet connection, lack of resources and interaction with teachers. 
#HEC 
@SaeedGhani1
 
@pid_gov
 #CMSindh #We_Want_Semester_Break","#Loadshedding issue
#Internet connectivity issue
#Proper resources issue
",Twitter,English,1,
Negative,"It is very disappointing to say hec is fully ignored us we are saying previous 7 days that we are very distrubing for online classes but not listening any our issues.
Please once see our issues and try to solve it.
@Shafqat_Mahmood
  
#StopOnlineClasses
#We_Want_Semester_Break",,Twitter,English,1,
Negative,"It is very disappointing to say hec is fully ignored us we are saying previous 7 days that we are very distrubing for online classes but not listening any our issues.
Please once see our issues and try to solve it.
@Shafqat_Mahmood
 
@UMTOfficial
 
@ibrahimhmurad
 
#StopOnlineClasses",,Twitter,English,1,
Negative,"Replying to 
@Shafqat_Mahmood
HEC is busy taking the flop online classes and ruining our future, we payed heavy fee to get quality educ not these stupid online classes where we have connectivity issues and students from remote areas are suffering. We demand to ban online classes at once
#saynotoonlineedu","#Poor internet connectivity 
issue in remote areas",Twitter,English,1,
Negative,"We are facing so much issues in online classes... We request to #Shafqat_mehmood and also to the #HEC Stop the online classes...
#We_want_semester_break",,Twitter,English,1,
Negative,"Online classes have completely flopped system. Lectures are not being delivered effectively due to internet issues. We have paid heavily for quality education. Our grades and practical learning is very important! 
@ImranKhanPTI

@pid_gov
 
@HEC_Official

#We_Want_Semester_Break",#Internet issue,Twitter,English,1,
Negative,"Sir, Why you are not understanding the connectivity and technical issues of the students, due to lockdown. If the students 
have the issue of not have access to internet due to the lockdown than how will they take online classes, if their laptops stop working does HEC will fix it?","#Technical issue
#Internet connectivity issue",Twitter,English,1,
Negative,"#WeRejectOnlineEdu Online classes has completely flopped system. Lectures, Quizzes, Assignments are not going effectively due to internet issues. We have paid heavily for quality education. 
#HEC_STOP_ONILNE_CLASES 
@hecpkofficial
 
@Shafqat_Mahmood
 
@ImranKhanPTI",,Twitter,English,1,
Negative,"Online classes are useless. 
We are facing much issues. And we r not paying to face these issues. 
And dont confuse us between vacation and online classes. 

#HEC_STOP_ONILNE_CLASES 
 #We_Want_Semester_Break",,Twitter,English,1,
Negative,"All Pakistan Universities Students compaign against LMS / Online Classes

HEC LMS system thoroughly flop and failed
Students facing such type of issues, like no internet access...
We pay fee for bug.
#We_Want_Semester_Break",#Internet issue,Twitter,English,1,
Negative,"Sir There Are lot of Students Including Me facing Some internet issues.Many students are from Kashmir.They can't take #onlineclasses? 
If not a regular #onlineclasses 
Sir problem is that...how can we clear our concept through notes.

#wewantsemesterbreak 
#PMImranKhan 
#HEC",#Internet issue,Twitter,English,1,
Negative,"I am a student of Bachelor's I am taking online classes but I have issues like internet since
shops are closed and cards are not  available so there are issues while taking online classes so I ask hec and other councils to give us semester break Thank you #We_Want_Semester_Break",#Internet issue,Twitter,English,1,
Negative,"It's not easy for all the students to take online classes! Humain semester break de do! Internet issues hoty or b bht issues hain. Hamari fee zaya mt kro HEC walon! 
#wewantsemesterbreak",#Internet  issue,Twitter,Mix(English+Roman Urdu),1,
Negative,"during these unfortunate and critical times. There are many other students from my area who are facing similar issues
Its my humble request to HEC to consider our request and cancel online classes.",,Twitter,English,1,
Negative,"#HEC  sai request hai kindly tell us the students that are facing disconections and internet issues what should they do  hmari Gpa k satyanas mat kary plzzz 
@ARYSabirShakir
  Dont ruin pakistans future we are with you but online classes are shit. Look on it",#Poor internet connectivity issue,Twitter,Mix(English+Roman Urdu),1,
Negative,"Online classes are unfair and kind of torture. No practical , nor effective discussion with teacher. Internet issues  in rural areas. More than half of the  population has no acces to internt. Then how can they think of online classes.
#HEC
#We_Want_Semester_Break.
#PMImranKhan","#Internet issue in rurals areas
#Practical/Labs Issue",Twitter,English,1,
Negative,"I request 
@ImranKhanPTI
 plz take some serious action against hec this is the matter of out futute sir plz do something for us we are facing many issues online classes are not a solution at all plz 
#HEC_",,Twitter,English,1,
Negative,"Why are you pretending to take online classes? You just want to collect money from students. That's why you're playing with the student's future. So Stop online classes because we face many issues.

#BANOnlineClasses
#HEC_JawaabDou 
@Shafqat_Mahmood
 
@ImranKhanPTI
 
@HEC_Official",,Twitter,English,1,
Negative,"#HEC_PromoteToNextSemester
many problems in online classes like network issues, low voice quality, voice interruption etc.","#Internet issue
#Online classes sound quality issue",Twitter,English,1,
Neutral,"Replying to 
@Shafqat_Mahmood
Sir kindly remove this online system Engineering students need hard concepts and without lab we cannot get basic concepts and lab is not possible in online system.
Semester break system is good",,Twitter,English,2,
Negative,"Online Classes are just formality and total.
Engineering and BS students can't get basic concepts online so whole Pakistan Universities want semester break.
@HEC
 
@Shafqat_Mahmood
 Sir kindly take notice on this.
#We_Want_Semester_Break",,Twitter,English,1,
Negative,"We are not in the favor of online classes most of areas of Pakistan there is no facilities of internet service  
@HEC
 must have a glance on this#SuspendOnlineClasses",#Internet issue,Twitter,English,1,
Negative,"70area of Pakistan is not connected to internet.HEC Online classes only cover urban belt.Students from rural area hav no
 internet. It?s a serious problem & mobile companies r extracting extra profit of 100s of billions from pockets of 150mn people but d?not fulfil promises.",#Internet issue in rurals areas,Twitter,English,1,
Negative,"Replying to 
@psfmansoor
 
@BBhuttoZardari
 and 
@AseefaBZ
60 to 70 % students are unable to take online classes & why should they pay fees for that ?",#Semester fee issue,Twitter,English,1,
Negative,"Most of the universities has announced online classes after  #COVID?19 situation in pakistan.  While on the other, they?ve no
 way to communicate with hundreds of students from balochistan who belong to war-torn areas, where internet and other services are blocked since years.",#Internet issue in backward areas,Twitter,English,1,
Negative,"Universities, colleges, School started online classes for student but in Pakistan there are many areas where the student don't have internet access or they can not able to afford internet.

Discount 50% fee, so they will get internet.
Raise Voice with usDown pointing backhand index
#WeRejectOnlineClasses","#Internet issue
#Semester fee issue",Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Students fails to get quality education. All students are in stress and their future is in sake of meaningless","#Mental Health issue
#Online classes quality issue",Twitter,English,1,
Negative,"Yes sir that's true that students are facing problems regerding to the network.....we cant hear even a single word of our 
teachers......and the another problem is regarding the high internet packages.....a lot of  students cant efford such high price network packages ...","#Online classes sound quality issue
#Highly expensive internet data package",Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Please stop online classes",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Online classes are totally flop. It is just wastage of our money and time. We haven't paid heavy fees to virtual university. Literally we are not learning any concept. Give us semester break.","#Online classes understandibility
 issue",Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Online education mai hamain pdf send kar di jaty hay jis say na to samjh aty hay or pdf mai material itna zyada hota hay k hamain kuch samjh nh ata 
Ye kasy online education hay is say acha to ham khud hi course content dakh kar books parh 
Ye to koi tarika nh hay online edu Ka",,Twitter,Mix(English+Roman Urdu),1,
Negative,"Replying to 
@hecpkofficial
Sir i am from balochistan and there is no access of internet",#Internet issue in backward areas,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
#stop_online_classes",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
seriously, what about remote areas where even 2g didn't work. you should think about remote areas not inspection of university. it's not a good decision.
#SuspendOnlineClasses",#Internet issue in backward areas,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Stop this non sense",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Sir we face many problems so please stop online classes",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Please suspend online classes Quality of education is disturbing.I have submitted many complaints but no response.",#Online classes quality issue,Twitter,English,1,
Neutral,"Replying to 
@hecpkofficial
students of superior university  Lahore and its affiliated colleges, are deprived of such online classes and studies facilities. 
HEC please take notice on it.",,Twitter,English,2,
Negative,"Replying to 
@hecpkofficial
They may not tell the truth, students can send you the files that are shared by the teacher with them.
*Teachers can only provide word file notes then said understand it,
*Some teachers are taking classes or some not.
*How they take midterms exams?
@hecpkofficial
 
@Shafqat_Mahmood","#Teacher /Instructer lack of
 interest in online classes",Twitter,English,1,
Negative,"Thousands of students are worried and depressed about their future.
Moreover, they?re raising voice consistently since from 14 days
Government & media have blatantly ignored these students. Students from peripheral areas can?t access online classes.
#SuspendOnlineClasses",#Mental Health issue,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Money does not grow on trees. We paid for good education.We deserve it. We demand it. We say no to online  classes 
#SuspendOnlineClasses
#StopOnlineClasses
@ImranKhanPTI

@Shafqat_Mahmood
 
@hecpkofficial

@ARYNEWSOFFICIAL
 
@geonews_urdu",#Online calsses quality issue,Twitter,English,1,
Neutral,"Replying to 
@hecpkofficial
Please stop online classes",,Twitter,English,2,
Negative,"Replying to 
@hecpkofficial
Will 
@hecpkofficial
 provide best Internet service to those needy students who belong to villages?",#Internet issue in backward areas,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Sir you are just repeating same thing again and again. Many of us don't have proper facilities for the online classes and we are unable to understand online lectures and voice notes for the subjects like stats and accounting how can we learn something from voice notes.","#Online classes proper ficilities 
issue
#Online classes understandibility issue",Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Many of the students do not have internet as they belong to remote areas.
because of Curfew, in small towns and villages and also cities in Punjab. They do not have access even to the basic needs of life. So how can they recharge and buy expensive internet packages ?","#Internet issue in backward areas
#Highly expensive internt data package",Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
They?re just speeding up this process to get rid of the semester they arent concerned for whether the students are learning or not. Kindly take some action. 
#SuspendOnlineClasses
#UOL",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Online classes are actually a  black business run by the private universities  and the moral is the sytem and universities  are playing wd students futureFolded handsFolded handsplz dont play with us,",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Almost everyone is facing internet issue what about that?",#Internet issue,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
No even a single university Pakistan can deliver online classes
They don't have CMS or LMS 
Students belong to rural areas
So please stop this system
#SuspendOnlineClasses 
#We_Want_Semester_Break",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Problems will not be allow tje univeraities to utilize such a programms. Because of leak of electrisity and internet week signals","#Poor internet connectivity issue
#Loadshedding/Electricity issue",Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
We Reject online Classes due to
Rightwards arrow Remote Area 
Rightwards arrow Loadshading
Rightwards arrow Expensive_Internet_Pakages 
Rightwards arrow Many of us don't have laptops 
Rightwards arrow Due lockdown how can we buy our gadgets","#Poor internet connectivity issue in backward areas
#Loadshedding issue
#Highly expensive internet data package issue
#Laptop availability issue",Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Also, the condition of internet signaling is not feasible in other areas too,
?Zoom? app which is chosen by the University of Lahore has poor audio quality. While video quality is just OK.
Moreover, Zoom consumes too much net. Almost two and a half GB for only two lectures.
#UOL",#Poor internet connectivity issue,Twitter,English,1,
Neutral,"Replying to 
@hecpkofficial
Please resolve this issue. This is outrageously sick.give us all what we want not what we can get. Looks like people have taken ""money heist"" out of proportion. Things doesn't work that way in real
#SuspendOnlineClasses 
#SuspendCUSTOnlineClasses",,Twitter,English,2,
Negative,"Replying to 
@hecpkofficial
We are not paying a huge amount for 40 mints zero quality audio nd video  zoom lectures.
#We_Want_Semester_shift
#uol",#Semester fee issue,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
We don't want this kind of shit kindly don't play with students future we want smistr break #SuspendOnlineClasses",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
We reaject online classes. Loadsheding k mslay hi nhi khtm hote internet kaha se laye hum. Itne ameer nhi hain hum k fee bhi pay krein aur internet packages bhi lgaye.","#Loadshedding issue
#Internet issue
#Semester fee issue
#Internet data package issue",Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
How can we study in this situation..? They are forcing us to attend classes otherwise you may withdraw.. We paid heavy fees for quality education not for this shit online classes.",,Twitter,English,1,
Neutral,"Replying to 
@hecpkofficial
#WeRejectOnlineClasses",,Twitter,English,2,
Negative,"Replying to 
@hecpkofficial
HEC hasn't mentioned anything about power cuts. In live session Chairman said that recorded lectures will be provided. We have 5 ongoing courses if a single lecture consist of at least 500 MB, then it's 2 to 2.5 GB of daily lectures which will take forever to download.
@edutv_hec",#Internet data package issue,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Please announce semester break Rather than wasting our time on online classes. Its just a formality fulfilled by the universities both goverment and private. We are not paying our dues for these formalities. Announce semester break otherwise we are bycotting online classes.",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
In Pakistan university don't have ability to run online classes...and  in Pakistan country students mostly belonging to remote area have no internet access..kindly break these online classes",#Internet issue in backward areas,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
We can't understand a single word in online classes. Now University will start taking quizes from next week. If we don't understand the lectures than how will we give quizes? There is soo much network Issue
#We_Want_Semester_Break
#WeRejectOnlineEdu","#Online classes understandibility issue
#Internet issue",Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Ap log student ki problems ko ki nhi samjhty bs online classes start krwani ha chye us sy student ka future hi ku na karab ho bs online classes ka order dy rhy hn wasy b ap log students ki problems ko samjh nhi sakty ku k ap ky pass  to sari facilities hn .",,Twitter,Mix(English+Roman Urdu),1,
Neutral,"Replying to 
@hecpkofficial
we reject online clases due to isdue of internet and do not properly understand the lectures 
so please break the samestr or vocations in these days","#Internet issue
#Online classes understandibility issue",Twitter,English,2,
Neutral,"Replying to 
@hecpkofficial
Please don't let private universities fail us in excuse of online classes as they only want money.

Kindly read my twitlonger
https://twitlonger.com/show/n_1sr6i7b?new_post=true",,Twitter,English,2,
Negative,"Replying to 
@hecpkofficial
Dear 
@hecpkofficial
 
Agr Ap better system provide kr bhi dety hain.
To students ky pass Phone , laptop & internet access kha sy aye gi ? 
Poor students jin ky parents ka kamm ajkal COVID ki wjha sy bnd para hy wo kha nhi skty to online classes ka kiya kry? #We_Want_Semester_Break",#Financial issue ,Twitter,Mix(English+Roman Urdu),1,
Neutral,"Replying to 
@hecpkofficial
Please cancel online education #wewantsemesterbreak",,Twitter,English,2,
Negative,"Replying to 
@hecpkofficial
One of our professors shared a video link of Indian YouTuber when was asked to explain the slides this is what we are paying for. And our uni is not even giving online lectures they are just giving slides on google classroom and are saying these are self explanatory slides.",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Hec should be banned online classes immediately because university are wasting our time through online lectures. Kindly take it as serious matter! #We_Want_Semester_Break #BoycottOnlineClasses 
@UCPofficial",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
#WeRejectOnlineEdu",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
We have a problem such as 
1. Internet (bad connection in our area)
2. Loud she ting ( 16 hour tu bijaley ka pata he nahi chlata kay yaha bejli hai kay nahi) 
3. Many students have no laptop","#Poor internet connectivity in remote areas
#Loadshedding issue
#Laptop availability issue",Twitter,English,1,
Neutral,"Replying to 
@hecpkofficial
Don't play with bright future of students we dont have electricity in our home for 24 hours & we dont have good quality internet service so how we take lectures it just waste of money & time@Shafqat_Mahmood 
@ArifAlvi

@ImranKhanPTI

@WaseemBadami
 
@ARYNEWSOFFICIAL
 
@hecpkofficial","#Loadshedding issue
#Poor internet connectivity",Twitter,English,2,
Negative,"Replying to 
@hecpkofficial
What is there to inspect, are going to put network towers everywhere now so that everyone gets access to the net, or are you going to send ptcl workers to our houses to fix the broken modem?!! #SuspendOnlineClasses #We_Want_Semester_Break",#Poor internet connectivity issue,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Just think about the students who live in villages have faced network problem. How can such students get benefit from online classes? That will be a great loss for them. And you will be responsible for that loss. It's just a one defect of your online system. I can tell you more.",#Internet issue in backward areas,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Online system will not run in future because I have taken classes that were completely flopped and couldn't understand. So kindly think about your country future.",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Aslam o alailum,I just wana complain about university that these days we are facing lockdown. But university is demanding  fee plz pay attention on this matter that the poor peaoples who are not allowed to go outside and earn some money cannot pay huge amounts.plz act on it.plzFolded hands",#Semester fee issue,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
What is this??? Sir we want semester break it is such a flop idea kindly stop online classes..",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Money does not grow on trees. We paid for good education. We deserve it. We demand it. We say no to online learning which in actual is Zero learning

#We_Want_Semester_Break 
@hecpkofficial
 
@RajaYassirPTI
 
@DrMuradPTI
 
@Shafqat_Mahmood
 
@ibrahimhmurad",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
wastage of money , wastage of time , wastage of resources...studies in the air.
#WeRejectOnlineEdu
#We_Want_Semester_Break

@hecpkofficial

@DrMuradPTI","#Online classes understandibility
 issue",Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
2/2  please order all unis to stop current online classes declared summer vacation until 31 May 20 Meanwhile irder them to develop inprove proper systems  for ODL inspect them during the holidays which uni developed it allow them  to continue with oDl #StopOnlineClasses",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
I request the athurity.. Please ban online classes... We paid high fee for our better quality of study but in online classes we can't understand all the concepts regarding to a particular subject.. Moreover students have internet issues. stop online classes We want semester break","#Online classes understandibility
 issue
#Internet issue",Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Low quality don't understand why they can't cancel online classes shame",#Online classes quality issue,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Sir you are just repeating same thing again and again. Many of us don't have proper facilities for the online classes and we are unable to understand online lectures and voice notes for the subjects like stats and accounting how can we learn something from voice notes. Moreover,",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Sir there is so many problems regarding online clases so many male and female don't have android phone and there is netwrk issue also so please don't play with our carriers we reject online classes..
#SuspendOnlineClasses","#Laptop/PC/Smarphone availability issue
#Internet issue",Twitter,English,1,
Neutral,"Replying to 
@hecpkofficial
We haven't pay 1.5 lakh fee for this cheap and ugly system.
video quality is very poor
teachers do not give reply to our questions.
kindly stop this. and everyone do not have better internet access. Such as in villages most of our friends came through villages. Stop this.","#Due to poor internet connectivity video quality is very poor 
",Twitter,English,2,
Neutral,"Replying to 
@hecpkofficial
#wewantsemesterbreak",,Twitter,English,2,
Negative,"Replying to 
@hecpkofficial
provide us devices to attend these lectures",#Internet devices issue,Twitter,English,1,
Neutral,"Replying to 
@hecpkofficial
We are living in Pakistan where many of areas are remote have weak or no internet connection at all.. please stop this otherwise you will limit the education for upper class only","#Poor internet connectivity
 issue in backward areas",Twitter,English,2,
Negative,"Replying to 
@hecpkofficial
Capacity may exist, niyat of faculty and students don't. Try to understand complains from both sides",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
@hecpkofficial
 c Hope you are fine accourding to your press conference no education  activity till 31 st may but till some universties like Arid University without any good online system. please stop them from playing with students future",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
NET AVAILABILTY ....PACKAGES AVAILABITY ( LOCKDOWN OF MOBILE SHOPS) ....INTERNET SPEED HERE IN AJK AND GB IS NOT SUFFICIENT FOR ONLINE CLASSES PLZ TAKE CARE OT IT","#Internt issue
#Internet data package issue
#Poor internet connectivity issue",Twitter,English,1,
Neutral,We are not able to understand online Classes pleas stop them HEC,"#Online classes understandibility 
issue",Twitter,English,2,
Negative,"Replying to 
@hecpkofficial
And how is this fair that rather than learning practical work, we are making presentations and submitting online which do us no good? What?s the point of cancelling summer break when there are still online classes going on?",#Practical/Labs issue,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
We cant understand anything in online classes. There is no proper Internet facility in some areas. Plz do some action
#suspendonlineClasses
#UoL 
#We_Want_A_Better_System
#We_Want_Semester_Shift 
#Shift_Semester_To_Summer
#HEC","#Online classes understandibility
 issue
#Poor internet connectivity issue in remote areas",Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Stop it or provide a laptop and an internet device with package to every university student.","#Laptop/PC availability issue
#Internet devices issue
#Data Package issue",Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Universities like PU they are not giving a shit about student tommorow they issue a notice that they continue their lecture no matter what. We have not payed too much much fee for this type of low quality online lectures kindly stop it #WeRejectOnlineEdu",#Semester fee issue,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Sir Pakistani Universities are busy in only making money and taking flop online classes these days. They are not interested in any research regarding Coronavirus #COVID2019",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
First teach teachers how to conduct online classes...than they can teach us ..even some teachers don't know how to mute student's or how to use computer
#We_Want_Semester_Break 
#werejectonlineclasses","#untrained teacher/Instructor
 for online classes
#Computer literacy issue ",Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
#SuspendOnlineClasses",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
These vacations should be considered as Summer vacation, we condemn and reject online flop classes. It is useless and just wastage of time.",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
#BoycottOnlineClasses",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Sir...for God sake...stop online classes...our teachers r not enough able to teach us online...students r not satisfied as well as our teachers...we r already mentally disturbed due to pandemic disease..uper sy ya khap?",#Mental Health issue,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
AoA. I am very disappointed to say that this VLE system is totally flop. I am n Engineering student and it is very difficult for an engineer to clear their concepts in online classes.And my uni UCP Lahore is just showing that their online system is very successfull which is fake","#Online classes understandibility
 issue",Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Please take some action against UCP Lahore because they just want to take fees. We are facing several issues regarding this online classes. #shame_UCP
#SuspendOnlineClasses 
#We_Want_Semester_Break 
 
@UsmanAKBuzdar
 
@Shafqat_Mahmood
 
@ImranKhanPTI
 
@hecpkofficial",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Please totally banned Online classes All over Pakistan because Universities are not capable to run these online classes.
#UCP 
#SuspendOnlineClasses #BoycottOnlineClasses 
#We_Want_Semester_Break 
@hecpkofficial
 
@Shafqat_Mahmood",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
#SuspendOnlineClasses #Bycottonlineclasses 
#We_Want_Semester_Break 
#UCP 
@MianAmirMehmood
 
@hecpkofficial
 
@Shafqat_Mahmood
 
@ImranKhanPTI",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
These online classes doesn't fulfil the requirements of education for what we paid for, so #We_Want_Semester_Break and if we want to take online classes so we prefer VU over any other university... #SuspendOnlineClasses",,Twitter,English,1,
Neutral,"Replying to 
@hecpkofficial
PAKISTANI UNIVERSITIES ARE COMPLETELY FAILED TO DELIVER ONLINE LECTURE S EVEN 
UNIVERSITIES ARE FAILED TO SEND US PORTAL EMAILS FOR LOGIN TO CONTINUE OUR ONLINE LECTURES PLEASE DO SOMETHING",,Twitter,English,2,
Negative,"Replying to 
@hecpkofficial
@hecpkofficial
 If we ask for some some help they ask us to freeze our semester which is not possible
Evrry student is looking for your responce kindly take some serious actions university of lahore",,Twitter,English,1,
Neutral,"Replying to 
@hecpkofficial
we reject online classes.Many of them dont have laptops,internet,mobile storage to download various apps.sudden lockdown and online classes nobody was prepared for this mentally or physically Whats the use of online class if a mojority of students have not cleared concept?","#Laptop/PC availability issue
#Internet issue
#Online classes understandibility
 issue",Twitter,English,2,
Negative,"Replying to 
@hecpkofficial
This is quality of your online classes dear.  I just made myself online for attendance with 2g network but cldnt understand even a single word. I am living in town Chitral with this, just think about those who are living in Upper Chitral,GB,ExFata etc, How could they manage it?","#Online classes understandibility 
issue
",Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
#SuspendOnlineClassesHITEC",,Twitter,English,1,
Neutral,"Replying to 
@hecpkofficial
We reject this. you just made money you have no authentic idea that's why in this country education level going down day by day....This is not fear for us .",,Twitter,English,2,
Neutral,"Replying to 
@hecpkofficial
AoA Hum Respected HEC sy request krty han ky fee ma kami ki jy  private university level per ku ky business band Hony ki waja financial problems Ay gai han Aur kuch university ny fee ky liya kahna start kr diya h plzzzPleading face ....plz is bara ma sochyPleading face","#Semester fee issue
#Financial issue",Twitter,Mix(English+Roman Urdu),2,
Negative,"Replying to 
@hecpkofficial
How you will be doing that inform us you're taking huge fees from private sector",#Semester fee issue,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Students are complaining about the online classes why are you so late in taking step against online classes.
#SuspendOnlineClasses 
@PTIofficial
 
@ImranKhanPTI
 
@ArifAlvi
 
@geonews_urdu
 
@ARYNEWSOFFICIAL
 
@hecpkofficial",,Twitter,English,1,
Neutral,"Replying to 
@hecpkofficial
This method of online classes is not working for majority of students especially from AJK, KPK etc. I?m one of them. #Banonlineclasses",,Twitter,English,2,
Negative,"Replying to 
@hecpkofficial
Every Uni have capacity to deliver online classes, but few rubbish people are not ready for this, so once again I will request 
@hecpkofficial
 that just impose, and you will see it will work, In'shaALLAH",,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Ye decision thk nahi h... Online.classes say bnda Kia seekh skta h...? Hr students mobile nahi rkhta.. Agr rkhta h to ntwrk prblm may h.. Material prblm h.. Is lock down may wo kaha say material laye or Kia kry.. Practical sbjcts may wo online Kia seekh skta h...","#Online classes understandibility
 issue
#Laptop/PC/Smartphone availability issue
#Internet issue
#Practical/Labs issue",Twitter,Mix(English+Roman Urdu),1,
Negative,"Replying to 
@hecpkofficial
. Online classes may koi awaaz clear nahi ATI jesa ntwrk h Pakistan may... Agr students apni prblms share kren to teachers agay say students ko he suna dety hn.. Or students depressed may ajty hn.. K","#Online calsses sound quality 
issue
#Mental Health issue",Twitter,Mix(English+Roman Urdu),1,
Negative,"Replying to 
@hecpkofficial
University not taking  our issues seriously they just focus and demand fee",,Twitter,English,1,
Neutral,"Replying to 
@hecpkofficial
We face internet issues because all of us not live in those areas where internet properly work",#Internet issue,Twitter,English,2,
Negative,"Replying to 
@hecpkofficial
Yar ap sub reject kah to rahy ho kia ap classes nai le rahy kia ap assignment nai de rahy ap kaise reject kar rahy bhai groups ko left marro sari class ko unite karo 
@hecpkofficial",,Twitter,Mix(English+Roman Urdu),1,
Negative,"Replying to 
@hecpkofficial
we are not supported this online classes system..bcz its in poor quality and waste of time...nd we don't have any internet?",#Online classes quality issue,Twitter,English,1,
Negative,"Replying to 
@hecpkofficial
Huda ka Hof krein , aur hmare future k sath na khela Jaye , online class khtm ki Jaye , na koi bnda bahir nikal skta sim card lene k liye ,aur na hi koi ptcl connection to hm kese study krein,
#WeRejectOnlineEdu #We_Want_Semester_Break",,Twitter,Mix(English+Roman Urdu),1,
Negative,"Replying to 
@hecpkofficial
Online classes are a waste of time. We are not paying for such low level education. The teachers read from slides only. Our concepts are not getting cleared. It will affect our grades as well as our future\jobs. Let the sem be cont after lockdown on june 1.
#SuspendOnlineClasses","#Semestr fee issue
#Online classes effect on students grade",Twitter,English,1,
